มึง คนเดินข้างหน้ากูหล่ออ่ะ5555555555 เขิน,,,,,,,,,3,1
เกลียดมึงง,,,,,,,,,3,4
@n_iw9 ไม่กล้าลล.หค.ในเมนชั่นเลย ถ้าเจอกูในเดมเมื่อไหร่ มึงเสร็จกู,,,fear,,,,,,1,
ก็มีแค่กูเองอยู่ดีที่ต้องแก้ปัญหาเองต่างกับมึงที่ไม่เคยรู้สึกอะไรเลย,,,,,,,,,3,8
มึงน่าจะอยู่นี้เนาะ,,,,,,,,,3,7
มึงงงง พัดเหล็กแบบพัดเหล็กจริงๆ เหล็กทั้งชิ้นนนน หนักชิบหายย https://t.co/5yn4ZhqfGG,,,,,,,,,3,8
มึงคือกูเขินพี่คริสฮืออ555555555555555555,,,,,,,,,3,1
มึงจะมีไรดีสักอย่างมั้ยห่า หน้าตาตัดทิ้ง เรียนถูๆไถๆ  กีฬาก็ไม่ได้  ศิลป์ก็ไม่ดี,,,,,,,,,3,8
"เพื่อนรัก
เปลี่ยนเป็นรักเพื่อน
ได้ไหม
บอกไป
กลัวเธอเกลียดฉัน
#แค่ไหนแค่นั้น https://t.co/Ea4xkwNP64",,,fear,,,,,,1,
"ฉันกำลังฟัง ""ไม่บอกเธอ (2016 Remastered)-Bedroom Audio"" รับฟังเพลงทาง JOOX ได้แล้ว! https://t.co/3aZXMGlXTi https://t.co/LYqpDpOIDM",,,,,,,,,3,7
ตรุษจีนบ้านฉัน https://t.co/jFC7OyaKyF,,,,,,,,,3,1
@xMahdii คุณรักฉันเป็นฉันรักคุณ,,,,,,,,,3,1
"เธอให้ความหวัง
ฉันรอความหวัง
#เธอว่าใครเหนื่อยกว่ากัน",,,,,,,anticipation,,1,
เธอกับฉัน เราแปรผกผันกันทุกอย่าง,,,,,,,,,3,7
ลืมฉันกันหมดแล้วหรออ,,,,,,,anticipation,,1,
รถจ๋า ต้องให้ฉันรอไปถึงไหนกันนะ,,,,,,,anticipation,,1,
ฉันลืมใส่รูปปปปปปป นังเด๋อออออออออ! https://t.co/v6gNC2YtiO,,,,,,,,,3,4
@KIMVTAEPARK บ้ารักเธอด้วย,,,,,,,,,3,1
เคยปะ แอบไปส่องไปอ่านเวลาเขาคุยกับคนอื่น อ่านแล้วก็ยิ้มๆนะแต่ลึกๆก็อิจฉาว่ะ อยากให้เธอน่ารักแบบนั้นกับเราบ้างจัง ถ้าได้คงหวงฉิบหาย #ยืมเมจ,,,,,,,,,3,7
น่ารักป่าล่า ปกใหม่สดใสนะเธอ ปฏิทินพัคโบกอม 2017-2018 1เล่มใช้ได้2ปีคุ้มสุดๆ😍 DM มานะคะพร้อมส่ง… https://t.co/5a9bsoOZnB,,,,,,,,,3,7
เธอมีชีวิตที่ดีหรือเปล่า เธอมีใครซักคนแล้วใช่มั้ย,,,,,,,,,3,7
เธอออกจะเซ็กซี่เบบี้ ตอนเธอยกขา 5555555555 #songtriplets #แทฮันมินกุกมันเซ https://t.co/MHFhOqCmDo,,,,,,,,,3,1
แล้วเธอก็เดินหายไปดั่งนินจา.,,,,,,,,,3,7
@goong_gingjung มึงต้องไปกับทัวร์ป่ะวะ น่าจะเจอแค่วันที่เค้าจัดให้มะ?,,,,,,,,,3,7
รอเพื่อนยังกะรอแฟน -_- หอมึงไกลมากกกกกกกกก,,,,,,,anticipation,,1,
"กุไม่เคยเพ้อถึงมึงเลย จริงจริ๊งงงงงง
จริงๆ นะ
..

กุล้อเล่น",,,,,,,,,3,7
ขอให้มันใจพังเหมือนที่มึงพังใจกู,,,,,,,anticipation,,1,
@KowoatBb มึงแดกไม่หมดใช่หรออออ กลุ่มเรามีแต่ตัวแดก,,,,,,,anticipation,,1,
กุงงใจโคนันคุงของกุมาก ไปงานแต่งมึงเอาสเก็ตบอร์ดไปทำห่าอัลไรรรรรร,,,,,,,anticipation,,0,6
"อย่างกับกูและมึง เป็นเหี้ยไรกันสักอย่าง
เมื่อชาติปางก่อน ผูกพันชิบ...",,,,,,,,,3,7
"กู : มึงขับดีๆดิ ชนรถเขาขึ้นมาทำไง
เพื่อน : ไว้ใจกู กูไม่ชนหรอกรถเก่าไป ถ้าแคมรี่นี้อีกเรื่อง
กู : ...
อิเพื่อนเลวววววว",,,,,,,anticipation,,1,
"โกรธกับแฟน ขึ้นสเตตัส ""โสด"" 
ถ้าวันนึงแม่มึงโกรธ ไม่ขึ้นสเตตัสว่า ""กำพร้า"" เลยหรอ. 5555",,,,angry,,,anticipation,,2,1
อะไรคือพอแม่ไปรับมาถึงบ้านปุ๊บ หมอโทรให้ไปเอาแว่น คือมึงคือทีแรกบอกยังไม่ได้อะ เห้อม,,,,,,,,,3,6
ถ้าจะปล่อยวางขนาดนั้นมึงไปบวชเถอะครับ #รีล่า,,,,,,,,,3,8
มึงเคยถามกูไหม ว่ากูเป็นอะไร กูโอเคไหม มึงไม่เคยถามกูเลย มึงไม่แคร์เคยกูเลย บางทีก็น้อยใจเหมือนกันนะ,,,,,,,,acceptance,1,
@kaixshun อยากไปด้วย 5555555 ถ้ากูมีตังมึงไปกะกูนะ อยากไปเอง,,,,,,,,,3,7
"เธอเคยสมยอมให้ฉันเอง พร้อมใจให้ฉันเอง.....
#ออฟกัน #ปิ๊กโรม 😂😂 https://t.co/KZeKvVkChN",,,,,,,,acceptance,1,
แปลกแต่จริง สิ่งนี้ไม่น่าจะเกิดขึ้นกับฉัน😭 https://t.co/2eSHrkTm9R,,,,,,,,,3,6
มองดูเส้นทางที่ฉันเดินอยู่จะมีใครรู้ใครเข้าใจ,,,,,,,,,3,7
"ฉันเติบโตมากับสิ่งที่รัก และไม่เคยถอดใจให้กับใครที่ทัก ใครบอกว่าเพ้อฝันมันอันตราย คนที่ไม่มีฝันนั่นแหละที่อันตราย.
cr.#rappertery",,,,,,,,,3,7
ชีวิตฉันเหมือนดวงอาทิตย์ที่กำลังจะตกดิน,,,,,,,,,3,2
"เพราะฉันเปลี่ยนใจเธอไม่ได้ 
จะให้เปลี่ยนตัวเองก็ไม่ง่าย",,,,,,,,,3,8
อีก15วันเท่านั้น! เสื้อ' เอาฉันไปดิเอฟที ฉันเป็นแฟนคลับของร็อคเกอนะ' ราคาดีมีรูปเมนแถมด้วยใส่เสื้อไปกันคอนด้วยกันนะ… https://t.co/7gBJUTTK21,,,,,,,anticipation,,1,
@llilianqqw อยากได้ไปให้แฟนครับ เธอคงจะดีใจมากๆ,joy,,,,,,,,0,7
ไม่ใช่แค่เธอยิ้ม แม้กระทั่งเวลาเธอทำหน้านิ่งๆ มันก็ทำให้โลกของฉันสดใส เป็นนักร้องที่ดี เป็นนักแสดงที่เก่งแบบนี้ตลอด… https://t.co/4MjzJIf8LX,,,,,,,anticipation,,1,
@JKGgolden9700 แล้วเราว่าร้านมีการแจ้งแล้วว่ามีรอบสองนะ คือถ้ารู้ว่าแพงแล้ว ร้านนี้ขายแพงโกงหรือไม่โอเคทำไมพวกเธอไม่ซื้อร้านที่ราคาถูก,,,,,,,anticipation,acceptance,2,7
เพลงเพราะ//แค่ได้เป็นคนสุดท้ายที่เธอคิดถึง - PAUSE [Official MV] https://t.co/ybisZSUzHP ข้อมูลจาก @YouTube,,,,,,,,,3,7
เหนื่อยไหมกับการแอ๊บทำตัวเรียบร้อยตลอดเวลา แรดบ้างก็ได้นะเธอ มันจะได้ยินไหมนะ #บอกเพื่อน,,,,,,,,acceptance,0,7
อลิซเธอ...เธอทำแบบนี้ไม่ได้นะ #ResidentEvilTheFinalChapter,,,,,,,,,3,4
"เรากำลังเสียใจ
พร้อมกับ
เสียเธอไป...",,sadness,,,,,,,1,
"แล้วยังเคยให้สัมภาษณ์ ว่าโดนแฟนคลับฝ่ายชายวิจารณ์
เป็นนักแสดง เธอหลีกเลี่ยงคำวิจารณ์ไม่ได้หรอกนะ การตอบแบบนี้ ถือว่าไม่ให้เกียรติผู้ชายค่ะ",,,,,,,anticipation,,0,8
"ของขวัญ ไม่ว่าจะหน้าตายังไง 
แค่รู้ว่าเธอตั้งใจมอบให้ แค่นี้ก็สุขใจเกินพอ

#ได้อีกน่ารักได้อีก #ของขวัญ #วาเลนไทน์ https://t.co/aOtKzi797c",joy,,,,,,anticipation,,2,1
แด่ คุณชีสเค้ก ผู้ย่างกรายเข้ามาในโลกของฉัน และทำสิ่งสวยงามไว้ ณ ที่นี้ (ดัดแปลงนิดหน่อย) 📚 https://t.co/20PnmLPhDl,,,,,,,anticipation,,1,
อย่างน้อยฉันก็ได้พบเธอ,,,,,,,,acceptance,1,
@bunkermine  ฉันประชดแกกกกกกกกกก ฮื่ออออ ตายแล้วว,,,,,,,,,3,6
อะไร นางมีหนวด อะไร บอกฉันที,,,,,,,,,3,7
อดทนไว้ก่อนนะตัวฉัน,,,,,,,,,3,7
"""ไม่ได้เป็นอะไร เห็นไหมคุณ ยังสบายดี ที่ผ่านมาแค่เป็นเหมือนแผลในใจเท่านั้นเอง""
เขาไม่ตอบ ไม่มองหน้า แต่ใช้ฝ่ามือแตะไว้ที่หัวของฉัน",joy,,,,,,anticipation,,2,7
เคาท์เตอร์ที่ฉันนั่งอยู่แดดมันลงสาดตาพอดีเลย ฮื้ออ ตาบอดแล้วววงวว ไอค้านท์ซีชิททททททท,,,,,,,,,3,8
ฉันต้องโดนใบตองบล็อกและเตะออกจากกรุ๊ป,,,,,,,,,3,8
ฉันต้องทำให้ได้ ;_; สู้จนสุดละนะ,,,,,,,,,3,7
"คยู:นายไม่เคยฟังอัลบั้มฉันงั้นหรอ?
อันแจ:ฉันไปคอนฯนายไง!
คยู:ฉันถามนายเรื่องอัลบั้มฉัน
อันแจ:ฉันไม่ได้…
คยู:มัน2เดื… https://t.co/gSBLH6kCnL",,,,,,,anticipation,,1,
@EHW_Irfan อา...ฉันก็เป็นเลือดผสมค่ะ แม่ฉันเป็นมักเกิ้ล :) ที่ถามพอดีว่าแปลกใจเรื่องหนังสือภาพน่ะค่ะ,,,,,,,,,3,6
เสพติดการไปไหนมาไหนกะเธออะ พอเวลาที่ไม่มีเธอไปด้วยแล้วมันเหงาแปลกๆเนอะ  😞,,sadness,,,,,,,1,
อยากรู้ว่าเธอคือใคร.,,,,,,,,,3,7
อย่าหวงเลยที่รักเธอมีค่าเกินกว่าจะนอกใจ,,,,,,,,,3,1
เธอนี่มันโคตรเยียวยาเราเลย. #souththth #นัมแทฮยอน #นัมแทฮยอนเป็นเด็กตลก #namtaehyun,joy,,,,,,,,1,
"การรวมตัวเพื่อต่อสู้ก่อนทุกอย่างจะจบสิ้น เธอจะทำสำเร็จหรือไม่? ใน #ResidentEvilTheFinalChapter วันนี้ ทั้งระบบปกติ,… https://t.co/1XGW3JqtuW",,,,,,,,,3,7
รักรักเธอหมดใจรู้หรือเปล่า,,,,,,,,,3,7
@imgxme เอาจริงๆยังไม่รู้จักชื่อเธอเลยนะ ชื่อไรนะ,,,,,,,,,3,7
"ถูกต้องทุกอย่างแล้ว ที่เธอกลับมา
แต่มันติดอยู่นิดเดียว นิดเดียว
คือ ผิดที่เวลา.",,,,,,,,,3,6
อุ้ยยยย มึงเลยๆๆๆ https://t.co/bRo4X4Owhr,,,,,,,,,3,1
เก็บน้ำลายที่มึงนินทากู เอาไปย่อยอาหารดิ มันมีประโยชน์กว่าเยอะ #ด่าแบบผู้ดี #แคปชั่นด่า #แคปชั่นเด็ด,,,,,,,,,3,4
แม่มึงงง ร้อนนนนน https://t.co/KN2wJAqnkg,,,,,,,,,3,4
มึงพลาดแล้วมิค https://t.co/739aYpogm8,,,,,,,,,3,6
@opawhardcore มึงทำไงไม่ให้กรี้ด เป็นกูนี่กรี้ดตรงนั้นนนน,,,,,,,,,3,7
นินทาก็อย่าไปนินทาลับหลังมึงมานินทาต่อหน้าสิกูจะได้รู้อย่าเก่งแต่ลับหลัง,,,,,,,,,3,4
ไม่ไหวละ สำลักควันบุหรี่เต็มๆเลยมึง เจ็บคอไปหมด,,,,,,,,,3,2
@zikwom @ygmonns หมดจานนั้นของมึง,,,,,,,anticipation,,1,
ควยทีรับแม่มึงนี่รีบถ่อไปถึงที่ ควย รถก็รถแม่กู เสร่อ,,,,,,,,,3,4
มึงมีที่เรียนแล้วมึงก็พูดได้ป่ะ😡,,,,,,,,,3,4
เลิกส่องเลิกทำทุกๆอย่างที่เป็นมึงแต่ทำไมถึงลืมไม่ได้ว่ะ,,,,,,,,,3,6
@tttooner ไปทำไม บ้านมึงมีไร,,,,,,,,,3,7
@HrabbitH อื้อ มันเป็นฮอร์โมนความเครียด ขอให้อดทน เข้มแข็ง รู้ว่ายากแต่พยายามเข้านะมึง,,,,,,,anticipation,,1,
@hyperlongix เออ ที่จริงคือถ้ามึงเข้ามาเอาเองนี่ยายจะเอาไข่เค็มให้ด้วยแหละ5555555555,,,,,,,,,3,1
นี่รอแผ่น fantastic beasts คือพึ่งรู้ว่าออกเดือนมีนา แม่มึง,,,,,,,anticipation,,1,
นี่แกล้งทำเป็นล้างมือนานๆแล้วก็คุ้ยของ รอคุณออกมา แต่พอคุณจะออกมาแล้ว เสือกไม่กล้าขึ้นมา ยัดของทั้งหมดแล้ววิ่งออกจากห้องน้ำไป นกเลยมึง,,,fear,,,,anticipation,,2,3
ตอแหลใส่ ไม่เหนื่อยหรอ ดูมึงตอแหลยังเหนื่อยเลย,,,,,,,anticipation,,1,
@Sqsban ไหนมึงป่วย?,,,,,,,,,3,7
หลานพันธุ์ขน (ควยมึงใหญ่ไปนะ สัด) กับน้าผู้ชอบความบันเทิงในครอบครัว ตอนที่ 1  (RT มีเรื่อยๆ) https://t.co/S4KcND74gu,,,,,,,anticipation,,0,6
มึงทำกูร้องไห้,,,,,,,,,3,2
"หน้าฟีดข่าวทำมาดราม่า แต่อย่าให้ไปดูในแชท สัสคนคุยไม่ซ้ำหน้าแต่ละวัน กูละเบื่อมึงจิ้งงง#แคปชั่นเด็ด #แคปชั่นด่า #แคปชั่น",,,,,,,,,3,5
มึงไม่เคยแคร์ ไม่เคยถาม ไม่เคยสนใจอะไรเลย,,,,,,,,,3,4
แล้วแต่มึง,,,,,,,,acceptance,0,4
มึงไม่เคยสนใจเลยว่ากูจะเป็นยังไง,,,,,,,,,3,4
ไม่อยากเรียนมธละถ้ารู้ว่าแม่งอยู่กูไม่อยากเข้าแล้วเชิญมึงไปหามันตามสบาย,joy,,,,,,,,0,4
สงสารเพื่อน เพื่อนชอบทั้งอซและบทเวลามีบลัฟอะไรงี้นางจะชอบบอกว่า มึงกูจะไปบวช นี่ก็ตอบกลับ มึงทำไม่ได้ ศีลแตกตั้งแต่อยากได้น้องจองกุกแล้ว,,,,,,,,,3,7
ด่าเพื่อนว่าเเรดไม่ได้เลย เพราะเเม่งจะด่ากลับว่าไม่เท่ามึง,,,,,,,,,3,1
@SHWxLillia @SHWxSunday เธอใส่ร้ายยัยเลีย,,,,,,,,,3,4
คนชอบเธอเยอะซิถูก เพราะของราคา'ถูกๆ'ใครๆก็อยากได้ #แคปชั่นด่า #แคปชั่นเด็ด #แคปชั่น,,,,,,,anticipation,,1,
@B2FAM_UBOT โม่ - เรื่องที่เธออ่านยู่นั่นมันไม่จริงหรอกนะเพราะฉันอยู่ในเหตุการณ์นั่นด้วย,,,,,,,anticipation,,0,6
เพราะว่าใจกลัวกลัวว่าเธอจะทิ้งกัน จากไป,,,fear,,,,,,1,
@4bbow ส่งไปให้คนนั้นของเธอ,,,,,,,anticipation,,1,
เธอเป็นคนเดียวที่ฉันจะเย็ดจนร้องขอชีวิต,,,,,,,anticipation,,1,
เธอยังคงน่ารักมากในใจฉัน,,,,,,,,,3,1
อยากจะรู้เธอเป็นอย่างไร ตั้งแต่วันนั้นที่เลิกกันไป,,,,,,,,,3,7
"ได้ยินไหม ว่าใจดวงนี้มันบอกว่ารัก
มันบอกว่ารัก มันบอกทุกวัน มันบอกว่าฉันมีเธอเท่านั้น
แค่เธอเท่านั้นที่ในหัวใจ ได้ยินไหมเธอ
🎧",,,,,,,,,3,7
มีใครสนใจหารบัตร1800มั๊ย เธอไปดูเราเก็บบัตรเเข็ง ไม่ว่างไปเง้ออออ ㅠㅠ เศร้าา #TheTruthinBKK,,sadness,,,,,,,1,
ลายมือเธอสวยมั๊ย อยากชวนไปจดทะเบียนสมรส #จะเขียนอะไรก็ได้ด้วยลายมือตัวเองกับคนที่มารี,,,,,,,,acceptance,1,
ลอต LDH shop มาถึงแล้ว : ) @hxnc13  ซกมตของเธอ〜 ⚡️ https://t.co/chzfPT0fKc,,,,,,,anticipation,,1,
ถ้าบอกว่าเพลงนี้แต่งให้เธอ เธอจะเชื่อไหม,,,,,,,,,3,7
"จะไม่ปล่อยเธอไปละนะ
#อย่าให้เจออีกครั้ง",,,,,,,,,3,7
@Michele_YOI Ja! ได้สิ!(ยิ้มกว้างทันทีที่ได้ยินอีกคนเรียกชื่อ) งั้นจากนี้ไป ต่อให้รู้สึกเหงาหรือคิดถึงจนปวดใจฉันก็จะไม่ร้องไห้อีกต่อไปแล้ว!,,sadness,,,,,,,1,
"ถ้าหากเราวนมาเจอกันอีกครั้ง 
ยิ้มให้ฉันหน่อยนะ",,,,,,,,,3,7
@B2FAM_SBOT ลอยด์ - รีบพูดมาเร็วๆเข้าฉันง่วงจะแย่แล้วล่ะ /พูดจบก็หลับ (...),,,,,,,,,3,8
อยากหนีหลบไปให้ไกล แต่ฉันก็หนีไม่เคยได้,,,,,,,,,3,7
https://t.co/txftnBYLgi เมื่อวานฉันวีนใครนะ?ฉันลืมเเล้ว ดีเอ็มมาหน่อยซิ,,,,,,,,,3,7
ฉันรู้ไม่มีหนทาง แต่คิดถึงเหลือเกิน,,,,,,,,,3,7
รอคนไม่รักมันเป็นยังไงให้ดูที่ตัวอย่างแบบฉัน,,,,,,,anticipation,,0,2
ครั้งนั้นฉันไม่อยากพูดอะไรพูดไปก็คิดว่าแก้ตัวอยู่ดี จนทุกคนจำว่าฉันให้ร้ายคนอื่นทั้งๆที่ไม่ได้ทำอะไรเลย ความดีที่ทำไม่เคยมอง,,,,,,,,,3,2
ฆ่ากันเถอะคนดีแต่อย่าเดินหนี ฉันไป..,,,,,,,,,3,7
@Hyunnue มึงก็ตั้งไพรเวทเป็นอนลี่มีละอยากแขร์ไรก็แชรฺ์​ กูทำ5555555555,,,,,,,,,3,1
@starbbeak กินแล้ว มึงทำไร,,,,,,,,,3,7
อหหหหห มีอีกเป็นสิบให้มึงเลือกอะ,,,,,,,,,3,6
@hermas_zy มึงงง https://t.co/hhBG1a5Ydj,,,,,,,,,3,7
เวลาเปลี่ยนมึงก็เปลี่ยน,,,,,,,,,3,8
"โอ้ยหนอออ แค่นี้มึงก็เอาอ่ะจริงๆ😓
#มุขควายเครียด #มุขควาย #เพื่อนกูเป็นคนตลก https://t.co/vQ64B8kzPo",joy,,,,,,,,1,
@bowkissed_  มึงนี่รอทวงคนแรกเลยม้ะติ้กเนี่ย5555,,,,,,,anticipation,,1,
หลังจากนี้กูคงไม่อยู่ให้ลำคานตามึงหรอก — รู้สึกแย่,,,,,,,anticipation,,0,2
แค่หึง มึงยังน่ารัก #คบกับบอท,,,,,,,,,3,1
ไม่ชอบให้ไปเป็นมือที่สามใครเข้าใจมั้ยวะะะะ มึงเอาคนอื่นดิ,,,,,,,,,3,4
"โอ้ยยยยตลกตั้มเดอะสตาร์อ่ะ
ตั้ม:ผัวฉันชื่อเรืองริท ตอนนี้เป็นแพทย์สนามอยู่
อีนี้ลั่นดิ สะดุดสุดตัวไปอีกกกก
#สี่โพดำ @Ritz_TS6",joy,,,,,,,,1,
หึ ไงละ ฉันบอกแล้ว https://t.co/wQgSRRmi5T,,,,,,,,,3,1
"แม่อาบน้ำก่อนไปหาผู้ชายด้วยอะ ฮรือ.....

พอกลั้นใจลองถามดู นางก็ตอบว่ายุ่งไรด้วยเนี่ย จะไปไหนมาไหนก็เรื่องของฉัน

ฮรือ....",,,,,,,anticipation,,0,2
@CommanderPoe_ นายมันตัวอันตราย นายระเบิดฐานของฉันยังอยากจะให้ฉันปล่อยไปอีกเหรอ?,,,,,,,anticipation,,1,
"อยู่ด้วยกันมานานจนหมดสัญญาเดท 😂รักเหมือนเดิมเพิ่มเติมคือฉันจน!!
📌RTแจกสตก.ไลน์7คนๆละ1รางวัล ประกาศ31/01… https://t.co/CV84LdklhO",,,,,,,,,3,8
กลับมารักกันฉันยังรอแต่เธอ,,,,,,,anticipation,,1,
ไม่ต้องมายุ่งกับซูโฮฉัน เธอไม่ชอบแต่แรกก็ไม่ต้องมานู้นนี้ ไปไกลๆ *ถึงฉันจะงอนซูโฮอยู่แต่ฉันก็ไม่ยอมให้เธอมายุ่งกับพี่ฉันหรอก* นังผี😤😤😤,,,,,,,anticipation,acceptance,2,4
"-ฉันแค่ต้องการคำตอบเรื่องระหว่างเรา เครเดนซ์
-ผมจำไม่ได้ด้วยซ้ำ ว่าเมื่อคืนมันเกิดอะไรขึ้น

Ask the Dust (AU)… https://t.co/t1Oc6jRzNk",,,,,,,,,3,7
เมื่อฉันเต้นโคฟเวอร์ 😂 #TT #Taeyeon #Twice https://t.co/9QzJJMGzFO,,,,,,,,,3,2
ฆ่าฉันนน..ฆ่าฉันน ให้ตายยดีกว่าาาา 😱😱😱 https://t.co/ZRFiCcA5Ku,,,,,,,,,3,2
ผมมีความสุขกับวันหยุดของฉันที่ประเทศไทย ฉันยังต้องการไปที่บ้านของคุณปู่ของฉัน มีความสุขมากที่จะตอบสนองพวกเขาทั้งหมด… https://t.co/JTiqB7P1D0,joy,,,,,,anticipation,,2,1
กลับLAบ่อยๆน่ะเธอ ฉันอยากเห็นเธอมีความสุขแบบนี้บ่อยๆอยู่กับหลานแล้วเธอดูสบายใจดูอบอุ่นอะงื้ออออโคตรพ่อของลูก5555555… https://t.co/Rng8nk2YTl,joy,,,,,,anticipation,,2,1
รอยยิ้มของเธอดีต่อใจเรามาก หลายคนก็รักเพราะพี่น่ารักกับทุกคน ไม่อยากให้รอยยิ้มของพี่หายไปรักพี่คริส #KristPerawat  #ทหารของก้อน @kristtps,,,,,,,anticipation,,1,
@Ruunnq @mangmum24 5555 เทอ-มิ-นอน = เธอไม่นอน,,,,,,,,,3,1
ฟังบทเพลง เพลงที่เธอเคยเปิดฟัง,,,,,,,,,3,2
"เวลามีความรัก
A : โลกเป็นสีชมพู
B : อารมณ์ดี
O : ลืมเพื่อนฝูง
AB : คิดถึงแต่เธอ",,,,,,,,,3,7
"วันนี้เจนนี่อยู่กองละคร ""เธอคือพรหมลิขิต"" นะคะ จะรับเชิญอะไรยังไง รอติดตามกันได้ค่า #ทีมแม่บ้านเจนนี่ #thestar12 ⭐️ https://t.co/SUFTN7DnAA",,,,,,,anticipation,,1,
ช่วงนี่เราขอห่างเธอสักพักนะ เดี่ยวเจอกันวาเวนไทน์นะ😋,,,,,,,anticipation,,1,
"ความรักจนๆของคนๆนึง..
ที่มันไม่มีอะไรนอกจากเธอ",,,,,,,anticipation,,1,
เธอ อย่ามา!!! T^T ฮือออออออออออ https://t.co/a2JkNX7Tm3,,,,,,,,,3,2
จุดจบของหัวใจก็คือมองเห็นเธอเดินจากไป,,,,,,,anticipation,,1,
ซึ่งในใจก็รู้ดีว่าเธอคงไปไม่ย้อนมา,,,,,,,,,3,8
#น้ำตาล กลับถึงไทยพร้อมกล่าวขอบคุณ 'แม่' และแฟนๆที่เชียร์เธอตลอดการประกวด พร้อมยอมรับ 'เสียดาย' ที่พลาดมง แต่ได้ทำ… https://t.co/ehEAI5QYif,,,,,,,anticipation,acceptance,2,8
"""พี่หิวไหมครับ"" พูดจบผมกดที่ติ่งเสียว พี่ต่ายตอบ""อืออ"" น้ำหล่อลื่นเธอเริ่มปริ่มร่อง ผมกระตุ้นมาถูกทางแล้วสินะ ""มีส้มตำด้วยพี่"" #ยืมเมจforsex",,,,,,,,,3,1
กูกับมึงคงได้แค่นี้แหล่ะว่ะ,,,,,,,,,3,8
มึงเลิกตอแหลใส่กูดิกูก็ขี้เกียจตอแหลใส่มึงเหมือนกัน,,,,,,,,,3,7
@jeonjkiee ป้าบ้านมึง ขอให้เมียไม่รัก !!,,,,,,,anticipation,,1,
ไม่อยากเห็นมึงไปยุ่งกับคนอื่นถึงมึงจะไม่คิดไรก็เหอะ,,,,,,,,,3,7
@vammean หรอๆมึงหรอ,,,,,,,anticipation,,1,
มึงหลงทางป่ะเนี่ยอินัทททททททททททท,,,,,,,,,3,6
ถ้าให้มีเมียชอบโชว์มาก่อนนี่ไม่เอาอ่ะ ไม่อยากให้มีคนพูดถึงว่าอ๋อเมียมึงที่เคยลงนมลงเสียงครางปะ สัส..,,,,,,,,,3,4
"มึงว่ากูง่าย มึงได้กูยัง เจริญพร 
#จริงๆแล้วสารเลวรึเปล่า #วัดพระธรรมกาย #ธรรมกาย",,,,,,,,,3,4
มึงไม่ใช่กู อย่ารู้ดี!!,,,,,,,,,3,4
มึงเคยมีเพื่อนที่คิดว่าตัวเองเก่งคนเดียวปะ แม่งนี่เถียงเพื่อนทั้งห้องได้อะ•• #เพื่อนอะไรไม่น่าคบ,,,,,,,,,3,7
ปากก็บอกว่าไม่ชอบๆ แต่มึงก็ดูเอนจอยป่ะะ,,,,,,,,,3,1
ช่อนี้เขาตีราคา1000กว่าบาทเพราะเรนโบว์โรสนำเข้า12ดอก4000+ แต่คือมึงใครจะซื้อสลิ่มน้องของแบมเวล,,,,,,,anticipation,,0,4
มึงมาติ่งไม่ทัน อย่าโชว์เด๋อ ว่าวงมึงดังกว่าวงรุ่นพี่นักเลย อนาคตวงใหม่มา ยุคสมัยเปลี่ยน วงมึงก็อาจถูกลืมในรุ่นลูกมึงก็ได้ #ยุคทองเอสเจ,,,,,,,,acceptance,0,4
ไม่ต้องทำหน้าเหมือนกลัวโดนกูรวบหัวรวบหางแบบนั้น ยังไงกูก็ไม่เอามึงแน่ๆค่ะ,,,fear,,,,,,0,4
"'มัคๆ คืนนี้ค้างบ้านแจมนะ'
'ใครอนุญาต มึงมานี่ดิ๊'
'ก็แจมนอนคนเดียวอ่ะ'
'แล้วกูจะนอนกอดใครห้ะ?!'
#มัคลิ เรือผีชิบหา… https://t.co/T01jnpNZ2S",,,,,,,anticipation,,1,
"🐶 ไอ้กบวันนั้นเด็กที่มึงจูงใครวะ 
🐢 บ้า กูจะจูงใคร
🐝 น้องข้างบ้านพี่ไม่ใช่หรอ
🐢 บ๊าาา น้องไหน๊ ไม่มี๊
🐶 จะบอกดีๆหรื… https://t.co/ZUrwyQaLN0",,,,,,,anticipation,,1,
ฉันพึ่งกลับจากสยาม นกบอนว่อน,,,,,,,,,3,1
@Beam_Boonyakorn 🎤แต่ฉันก็คงไม่คิดโทษใครอยู่แล้ว อย่าห่วงเลย🎶,,,,,,,anticipation,,0,8
@B2FAM_SBOT ทิลูล่า - ถึงจะเป็นผู้หญิง แต่ฉันมั่นใจว่าฉันแข็งแกร่งกว่าผู้ชายงี่เง่าสมัยนี้เยอะ,,,,,,,anticipation,,1,
"ในหลวง ร.๙ รับสั่งกับครู

“ครู...ตัวฉันอยู่ไกล ฝากดูแลเด็ก ๆ ด้วย” 
กับ ครูเรียม สิงห์ทร ครูโรงเรียนบ้านขอบด้ง บริเ… https://t.co/ldN7zdw5ef",,,,,,,anticipation,,1,
ก็ฉันจิ้มช่องค้าหา แล้วมันขึ้นว่าเธอมี6โพสต์ใหม่ ก็เลยลองจิ้มเข้าไป......อื้ม,,,,,,,,,3,6
ฉันคงไม่มีแรงที่จะสร้างกำแพงที่เธอข้าม,,,,,,,,,3,6
คุยกันอยู่ทุกวัน ถ้าเธอเปลี่ยนไปทำไมเราจะไม่รู้... 😇,,,,,,,,,3,8
@dhkpx เธอก็หน้าไส้กรอกแฟรงค์,,,,,,,anticipation,,1,
