ทำไมกรุงเทพเช้านี้เย็นจัง หน้าหนาวมึงเพิ่งคิดได้เหรอ เฮ้ยปีนี้ยังไม่ทำงานเลย เอาลมหนาวมาเผื่อกทมนิดนึงงี้,surprise
อีดอก มึงอย่าปัญญาอ่อน,angry
@SuthidaPinkky แล้วปกติมึงต้องได้อะไรบ้าง ได้ภาพมาขนาดไหนแล้ว,anticipation
อันนั้นเค้าเรียกถึงแล้วบอกม่ะ กูยังไม่รู้เลยมึงจะไปไหน,anticipation
นี่ไม่อยากเรียกมึงว่าเพื่อนเเล้ว..,angry
"ทุกคน : คริสผัวมา 
สิง : ขอพี่อ๊อฟนะ บัยส์. 😌
คริส : เรื่องของมึงพี่ 

โอ้ยยยยยเกลียดความงอนผัวนี้ 5555555555555555… https://t.co/nGhAscd993",anticipation
จริงๆมึงไม่ได้พลาด มึงแค่ไม่รับ https://t.co/rmbw9oVMGX,acceptance
ถ้าคิดว่าดีก็ทำต่อไป ถ้าคิดว่าเค้าทนกับมึงได้ก็เชิญ555555555555555555555555555 #โสดStories  #โสดแล้วพาล  #คําคมในวงเหล้า  #คําคมบาดจิต,joy
ฉันจะไปจากความรักของคุณ,sadness
จริงจังกับฉันไหม https://t.co/rTrjLyyqqe ข้อมูลจาก @YouTube,anticipation
ขอโทษที่ฉันมันน่ารำคาญ,acceptance
@babuababo ฉันนั่งยิ้มลำพัง หัวเราะลำพังงง,sadness
[IG] 170130 TWICETAGRAM Update วันซ์!! ขอบคุณที่คอยเชียร์ฉันนะคะ...(อ่านต่อในรูป) https://t.co/0xATBIVh38,joy
"แค่ร้องว่า อ๊า อิยา อิยา ก็พอออ 
และฉันจะขอเป็นคนนั้นที่ดูแลหัวใจ
และฉันก็ อ๊า อิยา อิยา ฮ่าๆๆๆๆๆๆ — รู้สึกไร้สาระ",anticipation
@lamjokee ไม่ใช่เรื่องที่จะขอกันฉันเข้าใจ,acceptance
แล้วทำไมไม่สนใจตั้งแต่แรก เออมึงผิดเอิน อย่าโทษใคร,acceptance
คืออยากจะถามเป็นควยไรมากปะคิดว่ารู้ดีมากหรอ เออมึงได้เจออซ.ในที่ที่แฟนคลับไม่ค่อยรู้แต่จะทำควยไรก็ดูหน่อยนะ ทวิตมันไมไ่ด้ไพรเวท100%อะ,angry
มึงทำให้เพลงทุกเพลงที่เคยส่งให้ กลายเป็นเพลงเศร้า,sadness
@PPPMPCY มาละ มึงกินข้าวยัง,anticipation
@moonth95x รี ก็มึงตุ๊ดอะ !! ยอมรับความจริงดิ,acceptance
"""เพื่อนอะ""ไม่จำเป็นต้องลงท้ายด้วยคำว่า"" ดี ""หรอก
ขอแค่มึงไม่หนี...ในวันที่กูไม่เหลือใคร..ก้อพอ 😊😊
#แคปชั่นเพื่อน 😀😀",anticipation
@ggift_gg มึงเอาอีกแล้วนะ...,angry
คิดถึงมึงอ่ะ มึงคนที่ทำให้กูยิ้มได้อ่ะ,joy
"แฟนหงส์: ห้างคือพี่ไม่ได้เชียร์ไก่นะโอเค
พี่ห้าง: โอเค๊ งั้นนายเชียร์ทีมไรล่ะ //ครุ่นคิด มึงเชียไก่นั่นแหละอย่ามาหล… https://t.co/8mTBEtXEBv",acceptance
สู้ๆนะ มึงทำได้,anticipation
มึงดูกระเป๋าดินสอเพื่อนกุคือม.5มีความ2ชั้นโครตคิดถึงวัยเด้กของกู โครตคลู อีหี#กูจะไม่ยอมเห็นรูปนี้คนเดียว https://t.co/en0dtQ2yNj,acceptance
ฉันมายินดีให้กับรักที่สดใส https://t.co/gG57na8YEE,joy
จะพูดว่าเธอยังรักฉันทำไม พูดทำไม,anticipation
ฉันคงไม่จำเป็น เพราะคนที่ชอบดูหนังด้วยกันนั้น....อยู่ฉงชิ่---------,sadness
@vidosssssssss ฉันเกลียดเธอไอสารเลว,angry
#เค้าเดมาเพื่อ ให้ฉันหวีดพวกเธอต่อไป เเอ๊นนน.เรือกูเเล่น🚨 หลบเว้ย 🚣 https://t.co/DFD5frio1e,anticipation
ถามว่าฉันได้ไปไหมบอกเลยไม่ค่ะ5555//ติดสอบพอดี ปาดน้ำตาT^T,sadness
แต่ก็รู้มีใครที่รออยู่ และเขาก็ดีกว่าฉัน.,acceptance
ฉันหิวววววว,sadness
"""น้ำตาล"" เธอได้ใจคนไทย ได้น้ำตาคนไทยทั้งประเทศไปครองเป็นที่เรียบร้อย #MissUniverse #MissUniverseของคนไทย #Thailand https://t.co/vA94Njd0e5",anticipation
อาจเป็นเพราะลมหนาว อาจเป็นเพราะดวงดาว อาจเป็นความเหงาเมื่อเธอไม่อยู่,sadness
อยากทำอะไรก็ทำเลย เธอ..,acceptance
ผิดเองที่เข้าใจว่าเธอจะรับรู้เอง,acceptance
เหมือนเดิมเพิ่มเติมคือเธอ,acceptance
@wonx96 เค้าเกลียดเธอ,angry
เธอก็คงคุยแบบนี้กับทุกคน,sadness
ราวกับความรู้สึกที่เธอมีให้เขาเป็นขยะ,anticipation
จะขอเธอกลับมา อย่าให้ไปรักใคร #หน้าหนาวที่แล้ว,anticipation
ไม่มีใครทนกูได้เท่ามึงและไม่มีใครทนมึงได้เท่ากู😬,acceptance
มึงไม่โอเคกับความคิดกู นั่นเป็นปัญหาของมึง ไม่ต้องมาบอกกู เพราะปัญหาไม่ได้อยู่ที่กู,angry
ผมพี่มึงแต่ละทรงก็นะ... นี่ผมหรือเขายูนิคอร์นคะงงไปหมดแล้ว https://t.co/l9V2dBCqiL,surprise
ที่ผ่านๆมา กูก็ช่วยมึงหลายอย่างนะจริงๆ,anticipation
เมื่อเพื่อนใช้ให้กูแต่งกาพย์ฉบัง ...ครูให้ผ่านด้วยนะมึง 5555555555555 #ตีแผ่exo #กูจะไม่ยอมเห็นภาพนี้คนเดียว https://t.co/h6smBBTwa1,joy
พวกมึงเป็นกันอย่างนี้มา กูเป็นอย่างนั้นกลับก็ได้,acceptance
@praeeii มึงกูทำแบบนั้นเลย แถมลง primer แบบชุ่มชื้นด้วยนะ คูชั่นไรงี้ก็แห้งงง พอทาแต่คอนซีลไม่รองพื้นละมันโดดอะ,acceptance
เหนื่อยกับงานที่โรงเรียนต้องมาเหนื่อยที่บ้านกับมึงอีกหรอโกะ,acceptance
"ซึลรีน:ฝนตกฟ้าร้องไอรีนจะปีนเตียงขึ้นไปนอนกอดซึลกิ
มุนซัน:พี่อย่าไว้ผมสั้นเลย มันไม่สวย *ฉันบอกว่าครั้งแรกและครั้ง… https://t.co/jR4SiI6Z30",anticipation
@kurasaniwa อ่อดีแล้วค่ะช่วงนี้เกมมันออกรัวๆน่าจะตัดสินใจดีๆดีกว่าค่ะ  //มาก 55555 คือเยอะอะ พอรู้ว่ามาดาบด้วยนี่แบบนายจะลวนลามฉันอีกไหม555,joy
อย่ามองฉันเป็นคนอื่นได้ไหม ถึงจะไม่ได้อยู่ในหัวใจ แต่ขออยู่ในสายตาได้รึป่าว,anticipation
วันที่เธอเริ่มรู้สึก ฉันอาจจะไม่รู้สึกอะไรเเล้ว,sadness
ฉันกลับมาแล้ว กลับมาพร้อมกับกระดูกสันหลังที่มีเสียงออดแอดๆ 5555  เอาเสียงสันหลังตัวเองไปมิกเปนเพลงแบบ OPD EDM ได้มั้ยคะหมอ,anticipation
เมื่อไหร่เธอเหงาไม่มีใคร เธอจะมีฉันคอยอยู่ตรงนี้ไม่ไกล,anticipation
".จับจาร์ฟาร์ถ่างตา มารักกับฉันก็ได้ยาหยี 0.,0 https://t.co/vTRwKF7ZqH",anticipation
ประตูบ้านแกรู้ไหมว่าการบ้านรอฉันอยู่ 😢😢,sadness
แฮกริด กับ ฉันไม่ควรพูดเรื่องนี้ให้พวกเธอฟัง #เล่าแฮร์รี่พอตเตอร์ให้ตัวละครอื่นเป็นตัวเอก,anticipation
ฆ่าฉันให้ตายซะยังดีกว่า...,acceptance
@USAxDEAN โอ้..เอ่อ ไม่เป็นไรค่ะ// เก็บซองเอกสารแล้วเงยหน้าขึ้นมองเขา. ฉันขอโทษนะคะ,acceptance
ไหนว่าจะไม่หลอกกัน ไหนว่าเธอจะมีฉัน.,anticipation
อึนจีนี่ฉันนำเสนอมากนางมาเดียวแต่เพลงนางดีคนเก่งของฉัน อซกับบทก็เก่ง #ตีแผ่exo #ตีแผ่bts #ตีแผ่apink  #ความอึนจี https://t.co/TsZYCe1B71,anticipation
มากกว่าความรักจากเขาที่ให้เธอคือสิ่งไหน,anticipation
@shyunhotmailx กินสิเธอ,acceptance
"ก่อนจะนอนอยากเจอเธอเป็นคนสุดท้าย
คนแรกของเช้าถัดไปก็อยากเห็นเธอ 
☺️☺️☺️",anticipation
เธอก็ต้องเลือกคนที่สำคัญกว่าอยู่แล้ว แปลกตรงไหน,acceptance
"เล่นเกมส์ยังมีโอเวอร์
ส่วนรักเธอมีแต่
""Forever"" นะจ๊ะ

#Onegativeรักออกแบบไม่ได้ #แคปชั่นเด็ด #แคปชั่นในวงเหล้า #คําคมเด็กช่าง #คนละขอบฟ้า",anticipation
รอยยิ้มของเธออะดีต่อใจเรามาก เชื่อว่าหลายๆคนก็รักแบบที่เรารักเธอ เราไม่อยากให้รอยยิ้มของเธอหายไปรักพี่คริส #KristPerawat  #ทหารของก้อน,anticipation
เรายังจะต้องดีอีกแค่ไหนหรอ เธอถึงจะเห็นเราบ้าง,anticipation
ชั้นต้องรอเธออีกนานมั้ยยยย ยิ่งว่างยิ่งคิดถึงอะ เข้าใจกันมั้ยยยย #taeten https://t.co/3WNGe5oa7c,anticipation
เธอมาหลอกให้รักแล้วเธอก็ไป😂,anticipation
"ฟังวนไป 💕""รอเธอบอกคำว่ารัก"" -เกรท วรินทร"" รับฟังเพลงทาง JOOX ได้แล้ว! https://t.co/aL63VAG9o9 (#JOOX) @Great_rider10",anticipation
ชอบมองสายตาตอนเธอไม่รู้,anticipation
ดูเธอกับเขารักกันดี  555555,sadness
ฉันเป็นอะไรกับโรงเรียนเด็ก เจอกันทีนี่ต้องเป็น ต ตลอด😑😂,surprise
ฉันชอบวิธีการจีบของหล่อน 55555 #KungfuYogaWithXing #KungFuYoga https://t.co/85Q6uwVvIf,joy
"จำลองว่าเต้นอยู่ในผับ
ซึลกิ: คุณมาจากที่ไหนคะ?
ไอรีน: วันนี้ฉันมาคนเดียวค่ะ https://t.co/ceitpGAdVs",anticipation
ฉันมีค่าแค่ไหนสำหรับเธอ,anticipation
เปลี่ยนให้ฉันเป็นคนอ่อนแอ,acceptance
อาจเป็นเพราะใจฉัน,anticipation
"►Shoot Me in the Head
-จะฆ่าฉันหรอเฮซร่า ฮ่าๆ
-มาสิ *ขี้ไปที่หน้าผาก ทำให้ฉันตายให้ได้สิ

Source: momosansovino… https://t.co/HbrWScY7Ud",anticipation
"เพื่อนที่นี่บอกว่า ""คุณเป็นเพื่อนคนไทยที่ดีที่สุดของชั้นเลยนะ""
กูคิดในใจ..กูเป็นเพื่อนคนไทยคนเดียวของมึงมั้ยหละ สาส 55 
#นักเรียนแลกเปลี่ยน",joy
พวกกูอยู่กับมึงเสมอ💕 @h801x,joy
กูขำเด็กบนรถ2แถว อีเหี้ยยย มึงพูดภาษาเหี้ยไร🤣🤣,joy
@eyekno21 55555555555555555 อะๆ ปกติถ้าสนิทแล้วก็คงสัก4~5 แต่ถ้าเป็นอะไรที่มึงห้าม ก็จะเข้าถึงไม่ได้เลย /ให้100นะ,joy
สุดท้ายมึงทำอะไรให้กูดีขึ้นบ้างปะวะ,anticipation
กูเลือกที่จะกลับได้ แต่กูไม่กลับ กูกลับรอมึง เนี่ย สำคัญขนาดไหนวะ คนเหี้ย,anticipation
มึงเลิกรีได้มั้ยง่ะ กูไหว้ล่ะ,anticipation
ถ้ากูไปอยู่เชียงใหม่แล้วมึงคงไม่ได้ทะเลาะกับกูหรอก,anticipation
@WEWINFIVE งั้นขอร้านพรีที่มึงตามอยู่ละกัน อิอิ,anticipation
@ppangyb อ่อ มึงกุอยากได้มิ่งอะ,anticipation
พอเถอะใหม่กูรู้แล้วว่ามึงเมนจส,anticipation
เธอทำให้ร้องไห้ทำชีวิตฉันพังทลาย.. https://t.co/tcxPBcwUjs,sadness
เธอเหนื่อยไหม ที่ต้องทนกับคนไม่เอาตูด ~*,anticipation
เธอก็ไม่เคยพูดว่าต้องการเรานี่,sadness
"แค่​เธอ​ชอบ​เขา​
สิ่งที่​เรา​รู้สึก​มันก็ล้มเหลวแล้ว",sadness
"หนังจากบทของเธอออออ
.
งุ้ยยยย",anticipation
เลาไม่รู้นะว่าเธอรู้อะไรมา แต่หุบปากเหอะ ถือว่าเลาขอ,angry
@baekmanx ถามแบบนี้ต้องเล่ายาว ชอบอ่านเกี่ยวกับค้นหาตัวเอง พัฒนาบุคลิกภาพ ชี้ช่องรวย แนะนำการเล่นหุ้นแบบนี้อะ ชอบอ่านหนังสือสองภาษานะ เธอล่ะ,angry
สั่งฆ่าใครไหนพูด!! โง๊ยยยย ดาร์กโชรง ใครตายไม่รู้รู้แต่น้องตายแน่ๆ แพ้เธอทักทาง โดยเฉพาะหน้าโหด เย็นชาและรอยยิ้ม อิ… https://t.co/pq4Mstw69l,anticipation
มองไปเห็นเธอมีความสุข เราก็โอเชชช,joy
เคยรักกันมายังไง. เธอจำได้มั้ยคนดี,anticipation
อิลยากับนโปเลียน // Room39 : ฉันต้องคู่กับเธอ [Official Audio] https://t.co/P72UPCidjc via @YouTube,anticipation
"กระปุกออมสินมีไว้หยอดตังค์ 💰แต่คิดถึงจังเอาไว้หยอดเธอ 😘

IG : Chopperbubblegum https://t.co/U7nTM5c3s8",joy
แต่เธอสวยกว่า// กอดอกมอง https://t.co/pw77lhRgVX,acceptance
เธอว่ารักนั้นเป็นสิ่งที่คนคิดกันไปเอง วันนึงพบว่ามันไม่ใช่กลับมาฟูมฟาย,acceptance
จะเย็ดจนกว่าฉี่เธอจะแตก แล้วแดกเยี่ยวเธอด้วย https://t.co/rTKZwgWuPk,anticipation
กินเหล้าเดินโซเซ แต่รักพี่ไม่มีโลเล มีแต่เทใจไปหาเธอ #มุขเสี่ยว #แคปชั่นอ่อย #แคปชั่นเด็ด #คำคม #เสี่ยว #แคปชั่นเสี่ยว #คำคมเด็ด #คำคมโดนๆ,anticipation
มีปุ่ม Delete มึงออกจากใจมั้ยว่ะแม่งลืมไม่ได้หว่ะ,anticipation
ถ้าไม่ได้สนิทกันนะมึง มึง มึงงงงงงงงงงงงง 👣,acceptance
รักกับเพื่อนรักมึงนานๆ อะไรที่ติดไว้จะคืนให้หมดแน่นอนค่ะ,acceptance
@memeameann 1111111สู้ใหม่นะมึง,anticipation
ตอนนี้เหรอ ฟค.วงใหม่ข่มวงรุ่นพี่ว่าทำได้เหมือนวงเขาไหมล่ะ มึงคับ ถ้าเมื่อก่อนแข่งกันแบบนี้คงเอามาข่มมึงจมดินไม่ได้เกินไปแล้ว อย่าเด๋อ,angry
@pranpran42 เดี๋ยวนี้มึงวิบัติบ่อยนะอีดอกกกก,angry
ถ้าจะบอกก็ทวิตเราจะทำไรก้เรื่องเรา ถ้ารำคาญคนมาเถียงก็ล้อคแอคไม่ก็ซื้อทวิตเลยดิ แบบนั้นถึงเรียกว่าทวิตของมึงจริงๆ สัส555555555555,joy
ความตะมุตะมิของหยาง😳😳😳 #ผักหยาง ไหมล่ะมึง https://t.co/j2dzI5iqVu,anticipation
@maneegogo จะมาตอนไหนอ่า รอนี่แหละมึงไปวิ่งจะไม่จุกติ,anticipation
"""ใครๆ ก็พูดว่า “จงปล่อยไปตามหัวใจ” ฉันทำแล้ว แล้วมันก็แตกสลาย"" https://t.co/Lxvlbi5FSg",sadness
@Michele_YOI นั่นไงล่ะที่เขาเรียกว่า คืนความอบอุ่นให้ประชาชนไงล่ะ ถ้ามีแข่งสเก็ตครั้งหน้าฉันจะทำป้ายใหญ่ๆไปเชียร์นายเลย Mickey Warm guy,acceptance
ฉันมายินดีให้กับรักที่สดใส @ Siam Center https://t.co/pwFhpxAcj1,acceptance
ยอมมมมมมมมมม ฉันยอมละ คนนี้ 😭😭😭😭😭,acceptance
ถ้าวันนั้นฉันไม่วู่วาม,acceptance
กำหนดการจริงๆฉันต้องการทราบว่าเครื่องในควรใส่ยังไง,anticipation
แค่จะรักฉันยังไม่กล้าจะเอ่ย จะเผยความจริงดั่งใจที่หวัง,anticipation
"เหมือนเดิมและตลอดไป
นี่แหละแบบที่หัวใจฉันต้องการ",acceptance
ไม่เจ็บอย่างฉันใครจะเข้าใจ,sadness
ทิ้งฉันไว้คนเดียวที่ตรงนี้🎧,sadness
@haroobomkum อย่าหยุดร้องเพลงนะ ฉันจะรอคุณเสมอ นานแค่ไหนฉันก็จะรอ Bom forever♡♡ https://t.co/5uqzkEVrcP,anticipation
อยากจะไปทุกๆที่ที่เจอมึงได้อ่ะ 😂,anticipation
มึงก็ทิ้งให้กูเสียใจคนเดียวตลอดแหละ,sadness
@3041Ty มึงงงง น่ารักมากกกก ตอนแรกน้องขึ้นบันไดเลื่อนสวนกันกับกู กูก็แบบทำไมหน้าคุ้นจังวะ55555555,anticipation
อ่านจบแล้วนึกได้เลย นี่แหละอิมเมจสิงห์ขาว แมนสารวัตรบิ๊กบอสทีมที(ไทน์บอกทีรวย งั้นมึงใส่หมวกไปคนเดียวเลย) อย่าด่าฉั… https://t.co/WG4DXzm2jK,anticipation
ไม่อยากเห็นไม่อยากรับรู้ พวกมึงจะทำไรก็ทำเหอะวะ,acceptance
มึงสมควรโดนเมินค่าล่ะ,acceptance
อีสัดกูลืมคิดค่าคอนที่ไทยอีก เย้ดแม่มึงงงง,acceptance
มึง คนเดินข้างหน้ากูหล่ออ่ะ5555555555 เขิน,joy
เกลียดมึงง,angry
@n_iw9 ไม่กล้าลล.หค.ในเมนชั่นเลย ถ้าเจอกูในเดมเมื่อไหร่ มึงเสร็จกู,fear
ก็มีแค่กูเองอยู่ดีที่ต้องแก้ปัญหาเองต่างกับมึงที่ไม่เคยรู้สึกอะไรเลย,acceptance
มึงน่าจะอยู่นี้เนาะ,anticipation
มึงงงง พัดเหล็กแบบพัดเหล็กจริงๆ เหล็กทั้งชิ้นนนน หนักชิบหายย https://t.co/5yn4ZhqfGG,acceptance
มึงคือกูเขินพี่คริสฮืออ555555555555555555,joy
มึงจะมีไรดีสักอย่างมั้ยห่า หน้าตาตัดทิ้ง เรียนถูๆไถๆ  กีฬาก็ไม่ได้  ศิลป์ก็ไม่ดี,acceptance
"เพื่อนรัก
เปลี่ยนเป็นรักเพื่อน
ได้ไหม
บอกไป
กลัวเธอเกลียดฉัน
#แค่ไหนแค่นั้น https://t.co/Ea4xkwNP64",fear
"ฉันกำลังฟัง ""ไม่บอกเธอ (2016 Remastered)-Bedroom Audio"" รับฟังเพลงทาง JOOX ได้แล้ว! https://t.co/3aZXMGlXTi https://t.co/LYqpDpOIDM",anticipation
ตรุษจีนบ้านฉัน https://t.co/jFC7OyaKyF,joy
@xMahdii คุณรักฉันเป็นฉันรักคุณ,joy
"เธอให้ความหวัง
ฉันรอความหวัง
#เธอว่าใครเหนื่อยกว่ากัน",anticipation
เธอกับฉัน เราแปรผกผันกันทุกอย่าง,anticipation
ลืมฉันกันหมดแล้วหรออ,anticipation
รถจ๋า ต้องให้ฉันรอไปถึงไหนกันนะ,anticipation
ฉันลืมใส่รูปปปปปปป นังเด๋อออออออออ! https://t.co/v6gNC2YtiO,angry
@KIMVTAEPARK บ้ารักเธอด้วย,joy
เคยปะ แอบไปส่องไปอ่านเวลาเขาคุยกับคนอื่น อ่านแล้วก็ยิ้มๆนะแต่ลึกๆก็อิจฉาว่ะ อยากให้เธอน่ารักแบบนั้นกับเราบ้างจัง ถ้าได้คงหวงฉิบหาย #ยืมเมจ,anticipation
น่ารักป่าล่า ปกใหม่สดใสนะเธอ ปฏิทินพัคโบกอม 2017-2018 1เล่มใช้ได้2ปีคุ้มสุดๆ😍 DM มานะคะพร้อมส่ง… https://t.co/5a9bsoOZnB,anticipation
เธอมีชีวิตที่ดีหรือเปล่า เธอมีใครซักคนแล้วใช่มั้ย,anticipation
เธอออกจะเซ็กซี่เบบี้ ตอนเธอยกขา 5555555555 #songtriplets #แทฮันมินกุกมันเซ https://t.co/MHFhOqCmDo,joy
แล้วเธอก็เดินหายไปดั่งนินจา.,anticipation
@goong_gingjung มึงต้องไปกับทัวร์ป่ะวะ น่าจะเจอแค่วันที่เค้าจัดให้มะ?,anticipation
รอเพื่อนยังกะรอแฟน -_- หอมึงไกลมากกกกกกกกก,anticipation
"กุไม่เคยเพ้อถึงมึงเลย จริงจริ๊งงงงงง
จริงๆ นะ
..

กุล้อเล่น",anticipation
ขอให้มันใจพังเหมือนที่มึงพังใจกู,anticipation
@KowoatBb มึงแดกไม่หมดใช่หรออออ กลุ่มเรามีแต่ตัวแดก,anticipation
กุงงใจโคนันคุงของกุมาก ไปงานแต่งมึงเอาสเก็ตบอร์ดไปทำห่าอัลไรรรรรร,surprise
"อย่างกับกูและมึง เป็นเหี้ยไรกันสักอย่าง
เมื่อชาติปางก่อน ผูกพันชิบ...",anticipation
"กู : มึงขับดีๆดิ ชนรถเขาขึ้นมาทำไง
เพื่อน : ไว้ใจกู กูไม่ชนหรอกรถเก่าไป ถ้าแคมรี่นี้อีกเรื่อง
กู : ...
อิเพื่อนเลวววววว",anticipation
"โกรธกับแฟน ขึ้นสเตตัส ""โสด"" 
ถ้าวันนึงแม่มึงโกรธ ไม่ขึ้นสเตตัสว่า ""กำพร้า"" เลยหรอ. 5555",joy
อะไรคือพอแม่ไปรับมาถึงบ้านปุ๊บ หมอโทรให้ไปเอาแว่น คือมึงคือทีแรกบอกยังไม่ได้อะ เห้อม,surprise
ถ้าจะปล่อยวางขนาดนั้นมึงไปบวชเถอะครับ #รีล่า,acceptance
มึงเคยถามกูไหม ว่ากูเป็นอะไร กูโอเคไหม มึงไม่เคยถามกูเลย มึงไม่แคร์เคยกูเลย บางทีก็น้อยใจเหมือนกันนะ,acceptance
@kaixshun อยากไปด้วย 5555555 ถ้ากูมีตังมึงไปกะกูนะ อยากไปเอง,anticipation
"เธอเคยสมยอมให้ฉันเอง พร้อมใจให้ฉันเอง.....
#ออฟกัน #ปิ๊กโรม 😂😂 https://t.co/KZeKvVkChN",acceptance
แปลกแต่จริง สิ่งนี้ไม่น่าจะเกิดขึ้นกับฉัน😭 https://t.co/2eSHrkTm9R,surprise
มองดูเส้นทางที่ฉันเดินอยู่จะมีใครรู้ใครเข้าใจ,anticipation
"ฉันเติบโตมากับสิ่งที่รัก และไม่เคยถอดใจให้กับใครที่ทัก ใครบอกว่าเพ้อฝันมันอันตราย คนที่ไม่มีฝันนั่นแหละที่อันตราย.
cr.#rappertery",anticipation
ชีวิตฉันเหมือนดวงอาทิตย์ที่กำลังจะตกดิน,sadness
"เพราะฉันเปลี่ยนใจเธอไม่ได้ 
จะให้เปลี่ยนตัวเองก็ไม่ง่าย",acceptance
อีก15วันเท่านั้น! เสื้อ' เอาฉันไปดิเอฟที ฉันเป็นแฟนคลับของร็อคเกอนะ' ราคาดีมีรูปเมนแถมด้วยใส่เสื้อไปกันคอนด้วยกันนะ… https://t.co/7gBJUTTK21,anticipation
@llilianqqw อยากได้ไปให้แฟนครับ เธอคงจะดีใจมากๆ,anticipation
ไม่ใช่แค่เธอยิ้ม แม้กระทั่งเวลาเธอทำหน้านิ่งๆ มันก็ทำให้โลกของฉันสดใส เป็นนักร้องที่ดี เป็นนักแสดงที่เก่งแบบนี้ตลอด… https://t.co/4MjzJIf8LX,anticipation
@JKGgolden9700 แล้วเราว่าร้านมีการแจ้งแล้วว่ามีรอบสองนะ คือถ้ารู้ว่าแพงแล้ว ร้านนี้ขายแพงโกงหรือไม่โอเคทำไมพวกเธอไม่ซื้อร้านที่ราคาถูก,anticipation
เพลงเพราะ//แค่ได้เป็นคนสุดท้ายที่เธอคิดถึง - PAUSE [Official MV] https://t.co/ybisZSUzHP ข้อมูลจาก @YouTube,anticipation
เหนื่อยไหมกับการแอ๊บทำตัวเรียบร้อยตลอดเวลา แรดบ้างก็ได้นะเธอ มันจะได้ยินไหมนะ #บอกเพื่อน,anticipation
อลิซเธอ...เธอทำแบบนี้ไม่ได้นะ #ResidentEvilTheFinalChapter,angry
"เรากำลังเสียใจ
พร้อมกับ
เสียเธอไป...",sadness
"แล้วยังเคยให้สัมภาษณ์ ว่าโดนแฟนคลับฝ่ายชายวิจารณ์
เป็นนักแสดง เธอหลีกเลี่ยงคำวิจารณ์ไม่ได้หรอกนะ การตอบแบบนี้ ถือว่าไม่ให้เกียรติผู้ชายค่ะ",acceptance
"ของขวัญ ไม่ว่าจะหน้าตายังไง 
แค่รู้ว่าเธอตั้งใจมอบให้ แค่นี้ก็สุขใจเกินพอ

#ได้อีกน่ารักได้อีก #ของขวัญ #วาเลนไทน์ https://t.co/aOtKzi797c",joy
แด่ คุณชีสเค้ก ผู้ย่างกรายเข้ามาในโลกของฉัน และทำสิ่งสวยงามไว้ ณ ที่นี้ (ดัดแปลงนิดหน่อย) 📚 https://t.co/20PnmLPhDl,anticipation
อย่างน้อยฉันก็ได้พบเธอ,acceptance
@bunkermine  ฉันประชดแกกกกกกกกกก ฮื่ออออ ตายแล้วว,surprise
อะไร นางมีหนวด อะไร บอกฉันที,anticipation
อดทนไว้ก่อนนะตัวฉัน,anticipation
"""ไม่ได้เป็นอะไร เห็นไหมคุณ ยังสบายดี ที่ผ่านมาแค่เป็นเหมือนแผลในใจเท่านั้นเอง""
เขาไม่ตอบ ไม่มองหน้า แต่ใช้ฝ่ามือแตะไว้ที่หัวของฉัน",anticipation
เคาท์เตอร์ที่ฉันนั่งอยู่แดดมันลงสาดตาพอดีเลย ฮื้ออ ตาบอดแล้วววงวว ไอค้านท์ซีชิททททททท,acceptance
ฉันต้องโดนใบตองบล็อกและเตะออกจากกรุ๊ป,acceptance
ฉันต้องทำให้ได้ ;_; สู้จนสุดละนะ,anticipation
"คยู:นายไม่เคยฟังอัลบั้มฉันงั้นหรอ?
อันแจ:ฉันไปคอนฯนายไง!
คยู:ฉันถามนายเรื่องอัลบั้มฉัน
อันแจ:ฉันไม่ได้…
คยู:มัน2เดื… https://t.co/gSBLH6kCnL",anticipation
@EHW_Irfan อา...ฉันก็เป็นเลือดผสมค่ะ แม่ฉันเป็นมักเกิ้ล :) ที่ถามพอดีว่าแปลกใจเรื่องหนังสือภาพน่ะค่ะ,surprise
เสพติดการไปไหนมาไหนกะเธออะ พอเวลาที่ไม่มีเธอไปด้วยแล้วมันเหงาแปลกๆเนอะ  😞,sadness
อยากรู้ว่าเธอคือใคร.,anticipation
อย่าหวงเลยที่รักเธอมีค่าเกินกว่าจะนอกใจ,joy
เธอนี่มันโคตรเยียวยาเราเลย. #souththth #นัมแทฮยอน #นัมแทฮยอนเป็นเด็กตลก #namtaehyun,joy
"การรวมตัวเพื่อต่อสู้ก่อนทุกอย่างจะจบสิ้น เธอจะทำสำเร็จหรือไม่? ใน #ResidentEvilTheFinalChapter วันนี้ ทั้งระบบปกติ,… https://t.co/1XGW3JqtuW",anticipation
รักรักเธอหมดใจรู้หรือเปล่า,anticipation
@imgxme เอาจริงๆยังไม่รู้จักชื่อเธอเลยนะ ชื่อไรนะ,anticipation
"ถูกต้องทุกอย่างแล้ว ที่เธอกลับมา
แต่มันติดอยู่นิดเดียว นิดเดียว
คือ ผิดที่เวลา.",surprise
อุ้ยยยย มึงเลยๆๆๆ https://t.co/bRo4X4Owhr,joy
เก็บน้ำลายที่มึงนินทากู เอาไปย่อยอาหารดิ มันมีประโยชน์กว่าเยอะ #ด่าแบบผู้ดี #แคปชั่นด่า #แคปชั่นเด็ด,angry
แม่มึงงง ร้อนนนนน https://t.co/KN2wJAqnkg,angry
มึงพลาดแล้วมิค https://t.co/739aYpogm8,surprise
