อัยการคนดังถามแรง ป้องบิ๊กขรก.ลักทรัพย์ ไม่ต้องฟ้อง ต่อไปจะสอนลูกหลานแบบไหนดี? https://t.co/xBETFRbRTX https://t.co/P3pCwxGzYG,,,,,,,,,3,4
เเต่จากการได้ยินเฮโฮไรของเพื่อนกับการเชียร์บอลเเล้วก็อยากจะไปซื้อข้าวกระเพรากินเลย ไม่เกี่ยวละ นอนดีกว่า นอนสิวะ นอน,,,,,,,,,3,4
@eternitymOl ที่จะสั่งอะนะ พี่มลกดสั่งไปเลยก้ได้เดี๋ยวเอาที่อยู่ให้ๆ,,,,,,,anticipation,,0,1
@itgirlxhaseul แบบนี้ได้วอแวตลอดไปแน่เลยค่ะคนสวย😶💕,,,,,,,anticipation,,0,1
ไม่น่าหนีไปนอนเลย รู้สึกผิดเล็กๆ,,,,,,,,,3,2
ยูทูปมึงจะโฆษณาเยอะไปไหนวะ,,,,,,,,,3,4
"เธอจะอยู่ในใจ
เป็นเรื่องจริงในความทรงจำ",,,,,,,,,3,8
@annyjjpor ตราบสิ้นลมหายใจ ไม่ได้หายไปไหน ยังอยู่ที่เดิม,,,,,,,,,3,7
สะเด้ย จะไปสายก็ไม่ได้ อีโนก็ยังไม่ส่งงานมาอีก,,,,,,,,,3,4
พรุ่งนี้ไม่ไปโรงเรียนได้มั้ย ถถถ😂,,,,,,,,,3,7
ลั่นไปเเล้วกูววววว ลั่นเเต่ดึกเลย..,,,,,,,,,3,3
ถึงตอนนี้จะไม่ได้อยากได้พี่เขาเป็นผัวแล้วก็เถอะ แต่ตามจีบมา 3 ปีมันก็มีอะไรมากกว่าจะเทความสัมพันนั้นทิ้งไปแบบไร้เยื่อไยน่ะนะ,,,,,,,,,3,8
ลิเวอร์พูลมีโอกาสได้ลุ้น แต่เฮ็นเดอร์สันเปิดบอลข้ามไปไกล #CFCThai,,,,,,,,,3,7
"อย่าไปให้ความหวังกับคนอื่น
เพราะคนที่เสียใจมันเป็นเขา ไม่ใช่มึง",,,,,,,,,3,8
เรียนรู้ความคาดหวัง จากอดีต ไกลออกไป,,sadness,,,,,,,0,8
@yoursmarklx น้องฟลินน์ครับ นอนไปหรือยังหว่า,,,,,,,anticipation,,1,
@the_jamjamp เมนชั่นมาได้เสมอค่า นี่ก็ใกล้นอนแล้วซิ ตีห้าไทยคือห้าทุ่มที่โน้นใช่ไหมคะ ง่วงก็นอนไปได้เลยนะคะ ไม่ต้องฝืนคุยนะ,,,,,,,anticipation,,1,
สัสสสสสสสาส อีผัวๆๆ อีเฟอร์มีโน่ มึงยิงไปไหนนนนมึงจะรีบยิงไปไหน โอกาสมาแล้ว แม่เย็ด,,,,,,,,,3,4
@shiro___inu @F_7en งือออออ ไม่ได้แวะไปหาผู้ชายนับร้อยเลยค่ะ ไว้วันเสาร์มาเล่นกันนะะะะะะะะ,,,,,,,,,3,7
กูยังไม่ทันนอนเลย ถึงเวลาตื่นไปรรของกูแล้ว ..............,,,,,,,,,3,6
ครั้งหนึ่ง.ตัสเราเคยหมายถึงเค้า แต่ตัสเค้าไม่ได้หมายถึงเรา #คนคุยแชทเก่า #บาย,,,,,,,,,3,4
@THESEHUN_412 เรากลัวเป็นไบโพล่าตามเธออะ,,,,,,,anticipation,,0,3
ชีวิตเรามีเรื่องให้อ้าวทุกวันเรย,,,,,,,,,3,6
@eunseomoshix บอกไม่ได้หรอกครับ คนเรามันก็ต้องมีฟอร์มกันบ้าง,,,fear,,,,,,0,7
คุณหลอกเราได้ แต่คุณหลอกตัวเองไม่ได้หรอก ... :),,,,,,,,,3,4
ดูบอลไปหลับไป,,,,,,,anticipation,,0,5
อยากขอโทษคนสองคนที่กูไปทำเหี้ยๆใส่ชีวิตเขาอ่ะ ตอนนั้นคิดอะไรไม่รู้ เราขอโทษ กูขอโทษ 555555,,,,,,,anticipation,,0,1
นี่นึกหาฟิคอิงเรียลเรื่องนึง ดราม่าๆ ที่แอบมาร์คเหมือนหวั่นไหวกับแบม ละตอนกลับเมกาไปปรึกษาเวนดี้อ่ะ ลืมว่าอ่านจากไหน อยากอ่านอีก 😭😭😭,,,,,,,,,3,7
เปิดเทอมมายังไม่เคยไปเรียนคอมเลย ชิงดรอปก่อนได้ปะวะ,,,,,,,anticipation,,0,3
@goddyox ส่องหรอนี่มีอะไรไปเตะใจเธอหรือเปล่าเจ้าอ้วน อย่าโหดไปหน่อยเลยถ้ายังอยากคุยกันอยู่.,,,,,,,anticipation,,1,
ขนาดวันเด็กไปทำงานฟรีตั้งแต่เช้ากลับบ้านมาเกือบ3ทุ่ม ยังไม่มีใครรู้เลย คิดว่าไปเที่ยว เหอะ! เชื่อเขาเลย,,,,,,,anticipation,,0,4
แค่คนคุย คงไม่มีสิทธิ์ไปห้ามเค้าหรอก 😔,,,,,,,anticipation,,0,2
ให้เกียรติเงินที่จ่ายไปแล้วด้วยค่ะ จะไปแบบไม่มีลุ้นห่านไรเลยไม่ได้นะคะ,,,,,,,,,3,4
ช่วงนี้ย้อนไปดู คุณชายรัชชานนท์ คือตอนนี้นี่โคตรซะใจอ่ะ ทุกคนอึ้งที่สร้อยฟ้าสปีค 3 ภาษา แต้วคือดีอ่ะ ตอนออนแอร์นี่ป… https://t.co/i87K81DrtJ,,,,,,,anticipation,,1,
หน้านี่ไม่ได้มองเลยนะคะ จุดสนใจมันไปอยู่ที่เสื้อ55555555555 #มหกรรมโดนจองกุกขโมยหัวใจ #정국 #BTSกับGIFในตํานาน https://t.co/vhWtcBzHkY,,,,,,,,,3,1
คิดงานไม่ออกก็นอนๆไป เทๆ คิดต่อในฝันละกันนะ บายๆ,,,,,,,,,3,8
"ห่างจากเธอแค่นี้ องศาเดียวจริงๆ
ห่างแค่นี้ แค่เอี้ยวตามอง
แต่ฉัน เอง ก็หมด ทาง . . .",,,,,,,,,3,8
รูปคู่ใม่เจ็บเท่ารูปที่เธอเป็นคนถ่ายไห้ https://t.co/cDJudeyBlF,,,,,,,,,3,2
ถึงกับไปไล่อ่านกรี้ดดดดด ป๊าละก้ออออ https://t.co/qZPPUK26FW,,,,,,,,,3,1
หนึ่งปีนี่ผ่านไปไวเนอะ ถ้าเป็นวันนี้ของปีที่แล้ว เราคงเหนื่อยล้าจากการทำงานพิเศษ คงยังเจ็บปวดเพราะใครบางคน คงยังจมอยู่กับอะไรซักอย่าง,,,,,,,,,3,8
@itgirlxyeri แน้~ ไม่คิดว่าจะรู้ตัวเลยนะคะ! ร้ายนะเราอะ อย่าให้รู้ว่าไปน่ารักพร่ำเพรื่อนะ ตีตายแน่,,,,,,,,,3,4
เสียดาย มุมแคบไป,,,,,,,anticipation,,0,2
�� แต่จริงๆไม่ค่อยสนหน้าเท่าไหร่ แต่หวงผิวที่ตัวมาก คือต้องทาครีมอะ ถ้าไม่ทาก็จะไม่ออกไปไหนเลย,,,,,,,,,3,3
"วันสุข ที่ #ตลาดน้ำสำเพ็ง2

ของกินเยอะดี ชิมร้านนี้ ออกมาไปชิมร้านนั้น ชิวๆ อากาศดี ตั้งใจจะไปกิน ต้มเล้ง แต่ป้าแกข… https://t.co/bDmi79kSfV",,,,,,,anticipation,,1,
ไม่นอนไปทำงานได้ไหมวะ 555,joy,,,,,,,,1,
"ไปดู RUN BTS อีกรอบ เสียงหัวเราะของโฮป ทำให้เราหัวเราะตาม เมื่อชูก้าจับได้ บทนักเรียนหญิง ขำอะ แอบสะใจแน่นอนเลย
แร็ปไลน์แต่งหญิงมาทุกคนแล้ว",,,,,,,,,3,1
สรุปชอบอ่านตอนกลางคืน และต้องฟังเพลงดังๆไปด้วย งงในงง 55555,,,,,,,anticipation,,0,1
สดไปไหม55 https://t.co/y907GZthys,,,,,,,anticipation,,0,6
เดินตามล่าทุกร้านแถวหอ แต่กลับมาได้ที่7/11ที่คิดว่าน่าจะหมดแน่ๆดันมีได้ถึงยอดพอดี ขุ่นพระ ดีใจ ต่อไปรอลุ้นดวง เพี้ย… https://t.co/C2xtF4IM5Z,,,,,,,,,3,7
"ก:เมาทุกวันขนาดนี้จะเอาเวลาไหนไปติ่งห้ะ?
พ:เวลาส่างไงเอดอกกกก
ก:เออว่ะ ก็จริงของเมิ้งงง
/ถึงพิจะไม่ค่อยมีเวลาแต่พิก็ซื้อกู๊ดนุ้งตล้อดนะ😘",joy,,,,,,,,1,
ได้เวลาไปทำงานแล้ว จัดสักน่อยดีกว่ามั้ง แม้งเอ้ยยย https://t.co/Adid8uKciZ,,,,,,,anticipation,,0,4
ตื่นมาอีกทีคงหายไป,,sadness,,,,,,,1,
ไปทำบัตรประชาชนใหม่ รู้สึกดีที่ไม่ถูกถามเรื่องไม่กรอกศาสนาแล้ว,,,,,,,,,3,1
ในใจเธอตอนนี้มีฉันนั่งอยู่ในนั่นหรือเปล่า ?หรือมันกว้างขึ้นเพื่อที่จะให้ใครอีกคนเข้ามาหรือเปล่า?,,,,,,,,,3,2
เธอไม่ใช่ก้อนหิน ไม่ใช่ดิน เธอไม่ได้หนักแน่นขนาดนั้น เธอเป็นต้นไม้ เธอเติบโต อ่อนเอน โตด้วยตัวเองได้ แต่ถ้ามีคนดูแลก็จะดีกว่า,,,,,,,anticipation,,1,
"เมื่อเรากำลังโดนเเม่ด่าเเล้วทำท่าจะร้องให้เเต่ต้องบีบน้ำตาเอาไว้55555😐
#BTSกับGIFในตํานาน… https://t.co/pLzjnMgog7",,,,,,,,,3,1
ทำทุกๆความสัมพันธ์ให้เหมือนกับความสัมพันธ์ในร้านเหล้า เพราะเราจะจำเพียงแค่นั้นและก็จบลงตรงนั้น ทำแบบนี้ความรู้สึกจะได้ไม่ต้องเจ็บมาก #บาย,,,,,,,,,3,4
คือ Quality เราหายไปไหนหมด ฟีน์มิโน่ ลูกเมื่อกี๊ ไม่น่าพลาด,,,,,,,,,3,4
อย่าเห็นเรามีค่าเฉพาะเวลาที่ไม่เหลือใคร..,,,,,,,,,3,4
@ploicher คือถ้าพี่ก้าไม่เอาป๋า เราจะเอาแล้วนะ โยนตังค์ให้ขนาดนี้ 555555555,,,,,,,,,3,1
"เธอรู้ไหมฉันจะตาย
เมื่อมองเห็นเธอกับเขาทีไร
เหมือนผู้ชายคนนี้กำลังหมดแรง",,,,,,,,,3,2
หายไปจนไม่คิดว่าจะได้มาคุยกันอีก,,,,,,,,,3,6
Hauwei จะเยอะไปละเมิงงงคะ...จะสะกดจิตกรูหรอ? 🙄🙄🙄 #คลื่นชีวิต,,,,,,,,,3,4
คนสวยอะ ลมพัดยังไงก็สวย เป็นความสวยที่ไม่ปลิวหายไปกับสายลมแรงๆ และแน่นอนว่าแพงมาก https://t.co/mwPwWk7PeW,,,,,,,anticipation,,1,
"ความรู้สึก ที่อยากเจอเค้า อยากคุยด้วย
อื้อหืออออ โมเม้นนี่ หายไปนานมากจ้าาา
ว่างงงจุง",,,,,,,anticipation,,1,
ตั้งแต่ไปขออนุญาตโน่นนั่นนี่ที่ สนง.เขต ไปติดต่อธุระหลายเรื่องด้วยบ่อยๆ เค้าบริการดีขึ้นนะ หรือเพราะอยู่ในเมือง,,,,,,,,,3,6
@i_xora18 หนูอยากนอนแล้วแหละค่ะ แต่ว่านอนไม่หลับ จะไปหลับตอนห้าทุ่มนู่นเลยu_u ทรมานมั่ก พี่แป้งเถอะ รักษาสุขภาพดีๆด้วยนะคะ ทำงานหนักแน่เลย,,,,,,,,,3,7
@wjsnnswje_ นี่ต้องไปเมษานี้ยังไม่รู้เลยค่ะว่าจะรอดมั้ย ฮื่ออ เครียดเลย ㅠ ㅠ,joy,,,,,,anticipation,,2,3
ก็ถ้าจู่ๆม๊าหายไปใครจะเลี้ยงผมล้ะครับ .เกี่ยวก้อย https://t.co/qdXlTmmRrU,,,,,,,,,3,2
เหี้ยไรนักหนาไม่รู้ เบื่อ เมื่อไหร่จะผ่านไป กำลังใจไม่มีละยังต้องมาเจอไรแบบนี้อีก ถ้าใครจะเข้ามาละดราม่าใส่ไม่ต้องเข้านะไม่มีอารมณ์ง้อ,,,,,,,anticipation,,0,4
เมื่อไหร่จะเลิกนิสัยนอนตอนหัวค่ำได้ แล้วพึ่งจะมาตื่นตอน5ทุ่ม แปบๆตีสี่ จะตื่นไปเรียนทันไหม,,,,,,,,,3,4
@anurapan @zaCBUjbaGpLf37i ยาเคุนมากคับคุนยุที่ไปนคับยากไปหาคุน,,,,,,,,,3,7
กลางคืนถ้าไม่นอนก็จะหิวเรื่อยๆแหละ แล้ว แล้วพอตอนเช้ามันจะไม่อึ ระบบร่างกายจะรวนไปหมด แต่ผมเป็นบอทเลยไม่เป็นไร,,,,,,,,,3,8
"จะไม่ รบกวน
จะไม่ วุ่นวาย
จะไม่ ก้าวก่าย
จะขอ... หายไปเอง",,,,,,,,,3,8
โมเซสยิงไปติดเสา! มิลเนอร์น่าจะเคลียร์ได้ก่อนแต่พลาด #CFCThai,,,,,,,,,3,4
@kaekhai_ @Koyjira99 เราก็ไม่สบายใจนะ แต่ทำไมไม่ตอบไลน์เราก็ไม่รู้,,,,,,,anticipation,,0,6
เราอยากบอกว่าเราไม่ได้น่ากลัวนะ คุยกับเราไม่ต้องเกร็งมากก็ได้ 😂 https://t.co/pqSvMb7uld,joy,,,,,,,,1,
เราจำเป็นจะต้องแคร์คนที่พูดถึงเราเสียๆหายๆจริงดิ ในเมื่อปัจจุบันกับอนาคตเราไม่มีเขาอยู่ในแพลนอยู่แล้ว เป็นแค่ใครก็ไม่รู้ในชีวิต ขยะ,,,,,,,,,3,4
คือเขียนประมาณว่า มาร์คจัดการค.รู้สึกตัวเองไม่ได้ แล้วไม่กล้าปรึกษาใคร แล้วก็เขียนประมาณว่าแฟนเก่าจะเข้าใจตัวเราดีที่สุด คือดราม่ามาก ชอบบบบ,,,fear,,,,,acceptance,2,7
@MookuCha พี่เราไปเยอก่อนอ่าาา ไปเมกาจริงๆน่าจะเดือนมีนาเลย //ไปรัฐไหนคะ?,,,,,,,,,3,7
สิ่งที่ไม่เหมาะกับเรา ทนต่อไปมันก็เท่านั้นแหละ ทำให้ไม่สบายใจเปล่าๆ,,,fear,,,,,,0,8
"ตัวร้ายแห่งปี (ในใจเรา)
1.ซงยุนอา The K2 *กราบแม่*
2.นัมกุงมิน Remember *กราบพ่อ*
3.ซงยุนอาและนัมกุงมิน https://t.co/0CThyAuykN",joy,,,,,,,,1,
ถ้าวันนึงเราไหวเราจะยอมให้เธอเดินไปนะ,,,,,,,,,3,7
ไปนอนแล้วจ้าาาาาส,,,,,,,,acceptance,0,7
@fastbeam เซฟหนักๆนัดนั้นนัดเดียว นัดถัดมาเข้ากรอบ 5 โดนไป 3 เพลียยย,,,,,,surprise,anticipation,,2,4
อยากแปลphysicalคู่ชอลซูมาก แต่พอจะส่งเมสเสจไปขออนุญาตคนเขียนเอามาแปล ดูโปสไฟล์เขาแล้วก็ อ่า... ล็อคอินครั้งสุดท้าย ตุลาปีที่แล้ว...,,,,,,,,,3,7
เปลี่ยนวนไปประมาณร้อยรูป ประสาททท,,,,,,,anticipation,,0,4
เกลียดตัวฉันเองที่ยอมเธอตลอดมา,,,,,,,anticipation,,0,4
และฉันมั่นใจในตัวเธอ.,,,,,,,,,3,7
ฮือออออ เคยมีคนสารภาพว่าตามแอคเราแล้วชอบมีของดีตอนดึกหลังๆไม่ดึกก็มี คนอื่นล่ะคิดไง555555555😂  #โควททวิตแล้วสารภาพกับเจ้าของแอคมาหนึ่งอย่าง,,,,,,,anticipation,,0,1
"@92XKOM ยังไม่ได้นอนเลยละค่ะ..😆, เราทำไรอยู่ละไม่ง่วงหรอ?",,,,,,,,,3,7
จบนางงามละ สนามต่อไป เดอะแมสซิงเกอร์ #themasksinger,,,,,,,anticipation,,1,
ไปอ่านมาจากไหนวะ โอ้ยยยยย,,,,,,,anticipation,,0,4
รอคนนี้อ่ะ รอคนหน้าแมวๆมาประเทศไทยในรอบหนึ่งปี และกูไม่ได้ไป /เศร้าใจแรงㅠ ㅠ https://t.co/OilJ8a7YAt,,,,,,,,,3,2
จ่ายบอลไปทั่ว เตะไม่ดูคนเลยจริงๆ,,sadness,,,,,,,0,4
ดิฉันผู้หลับตั้งแต่1ทุ่ม คงไม่มีสิทธิ์ไปงานแล้วค่ะ #ColorfulHeaveninBKK,,,,,,,,,3,2
เค้าไม่ทิ้งเธอหรอก พูดทำไมวะ,,,,,,,,,3,4
@chinna_tum เขาหรือเธอ55,,,,,,,,,3,1
@theAzzy เราจะไม่หิวอย่างเดียวดาย,,,,,,,anticipation,,1,
อย่าให้อาจารย์อู๊ดมายิ้มเยาะใส่เรา สู้ว้อย #cfc,,,,,,,,,3,7
31 มีนานี้เราไปแอนฟิลด์ ใครจะฝากน้ำมนต์สำนักไหนก็ฝากมา จะเอาไปพรมให้,,,,,,,,,3,7
คิดถึงคนที่ตอนนี้หายไปจากชีวิต,,,,,,,,,3,2
ตื่นปุ้ปหิวปั้ป ลงไปซื้อข้าวมากินละดูเวลามันไม่ใช่😑,,,,,,,anticipation,,0,4
@secretseventh เยี่ยมไปเลย,,,,,,,,,3,1
ไม่เคยคิดอยากจะพูดคำๆนี้ไม่เคยคิดอยากจะเค้าหายไป,,,,,,,,,3,7
ปีนี้ผ่านไปแล้ว 1 เดือน #TimeFlies,,,,,,,,,3,7
ตีสี่ละ ทำงานได้ 555555555 ไม่นอนมันละ แปดโมงก็ไปพรีเซ้นท์งานเล้ย,,,,,,,,,3,1
ไม่ใช่กล่องดนตรี แต่เป็นกล่องพรีเมี่ยม Blue Label อยากได้ต้องไปที่ร้านไอติมนะค้าบ //พัทยาใต้ ซอยกอไผ่ https://t.co/CmN3sTvyLV,,,,,,,,,3,7
อย่าพึ่งหายไปไหนนะ เห็นใจคนไม่มีเวลาอย่างผมด้วยครับ 💕,,,,,,,,,3,7
โคนี่นิพี่โอนจองไปตั้งแต่วันแรกที่ให้พรีล้าวว พิไม่ค่อยมีเวลาแต่พิโอนไว😂,,,,,,,,,3,1
จะต้องนอนไม่หลับไปอีกกี่วัน,,,,,,,,,3,7
"""ชุดประจำชาติไทย ไม่ได้ทำไปแข่งหรือไปเอารางวัล แต่ไปเพื่อบอกว่านี่แหละประเทศไทย"" พิธีกรคนนึงได้กล่วไว้จำไม่ได้ว่าใคร #MissUniverse #Thailand",,,,,,,,,3,7
ไปเกาหลี..ซื้ออะไรมา ? ตอนที่ 1 : อัพเดทตลาดเครื่องสำอาง และ Line Store สุดมุ้งมิ้ง ( 2015 ) https://t.co/kthc5691Qq #pantip via @pantip1996,,,,,,,,,3,7
ชอบตรงนี้ที่สุด เขินมากกกกก อ่านไปกัดปากตัวเอง อ้ายยยยยยยย #แคชซัมซีโดเตนล์ https://t.co/NinU2fbTKh,,,,,,,,,3,1
โดนอีก! Donald Trump ขึ้นเครื่อง Air Force One ไปปฏิบัติภารกิจครั้งแรกในฐานะประธานาธิบดีแต่ไม่มีการหันหลังมาโบกมือล… https://t.co/JH69vJIeHA,,,,,,,,,3,4
"เธอเป็นของเขา
ก็รู้ก็เข้าใจดี
แต่มันห้ามใจไม่ได้ซักที",,,,,,,,,3,2
ทุกอย่างดูน่าทำ ดูน่าอ่าน ดูน่าฟัง ดูน่ากินไปสะหมด เมื่อต้องทำธีสิสอะ T^T,,,,,,,,,3,2
ชอบอยู่คนเดียว 55555 คิดนั่นนี่ไปเรื่อย,,,,,,,anticipation,,0,1
@NCTWJ97 แหกปากทำไม ร้องปกติก็พอ 55555 ไม่ได้ไปบ่อยเหมือนกัน กว่าจะนัดเพื่อนไปได้อะ ไปทีเหมือนได้ปลดปล่อย,,,,,,,,,3,1
ยาไปแจกตอนนอนก็ไม่เอา มาเอาตอนนี้ โอ๊ยยยยยยย ความเยอะ 🙄🙄,,,,,,,,,3,4
ปล่อยมือกูไปง่ายๆเลยเหรอ,,,,,,,,,3,4
"แฟชั่นเดินสยามจัดไปแบบเบาๆค่ะ

cr.blackpinkcloset
#Lisa #BlackPink https://t.co/CPwXU6F0bc",,,,,,,,,3,7
ไม่ว่าคุณหนูจุนซูจะอยู่ในชุดไหน แม้แต่ชุดเตะบอล ชิคกี้บอดิการ์ดส่วนตัวก็จะใส่สูท(มาสนามบอล)ตามไปปกป้อง ยืนข้างสนามค… https://t.co/BR4DCB3dMi,,,,,,,anticipation,,1,
พอเล่นโซเชียลเยอะมากๆๆๆ จนถึงจุดอิ่ม ก็แบบเข้าดูนั่นนี่ เลื่อนไปมา ละก็ออกจากแอพอ่ะ,,,,,,,,,3,5
@nanales999 @gigigigiji เราว่างทักได้นะ,,,,,,,,,3,7
มันไม่เกี่ยวกับเราสักนิด ไม่เลย,,,,,,,,,3,4
도영이 สุขสันต์วันเกิดและฝันดีนะครับ บอกฝันดีหนูเหมือนเราอยู่กันคนละซีกโลกนอนคนละเวลา 555555,,,,,,,,,3,1
"มือเรามันจับแน่นไม่พอหรอ 
กอดเรามันอุ่นไม่พอใช่มั้ย",joy,,,,,,,,0,4
@paininuu ตอนนี้นั่งฟังเพลง ตัวร้อนมากกกๆๆๆๆๆเลยอะฮือ ไข้ก้ขึ้นขอยาแอร์ไปละ กินไปแล้วแต่แม่งไม่ช่วยเลยยยย😞😞😞😞,,,,,,,,,3,2
สวัสดีปีนี้ไม่ทำแอบทำอะไรแบบนี้ให้ใคร ปีนี้ไม่ต้องแอบไปซื้อดอกไม้ให้ใครด้วย #วาเลนไทน์เหี้ยไรล่ะ https://t.co/HtwOtwlr2w,,,,,,,anticipation,acceptance,2,2
@wjsnnswje_ ไปซานฟรานค่า กลัวโดนกักมาก ㅠ ㅠ,,,,,,,,,3,3
บอทอยากไปร้องเกะจัง,,,,,,,,,3,7
พาลูกสาวไปเดินเล่น♥ https://t.co/hityng9MeJ,,,fear,,,,,,0,1
ลองย้อนเมนเผื่อข้ามเมนไป สรุปเขาตอบแล้วแต่ไม่ขึ้นในกล่องเมน ช่วงนี้โดนสแปมกันเยอะนะ....,,,,,,,,,3,6
โต้รุ่งไปอีกก,,,,,,,,,3,2
"ก็ใจของฉันมันรักเธอ
รักเธอ",,,,,,,,acceptance,1,
อยากไห้รู้นะค่ะ ว่าใครเอารูปเราไป แปะหน้าห้องน้ำจะจับ เอาสะไห้เข็ดดดด https://t.co/9BIp0iBHKD,,,,,,,,,3,4
"ถ้าที่ไหนอยู่แล้วไม่มีตัวตนก็เดินออกมา 
อยู่ในที่ๆเรามีตัวตนดีกว่า",,,,,,,anticipation,,0,8
@teonasixt ฟลินน์ : อาาา...ทำไมถึงเศร้าแบบนั้นละ? ไอดอลจะช่วยให้ร่าเริงเองนะ /ยิ้ม ถ้ามายFC เศร้าแบบนั้นไอดอลก็พาลเศร้าไปด้วยน่ะสิ,,,,,,,,,3,1
เล่นบอลแบบ รอหมดเวลา ให้จบๆเกม ควยความกระหาย หายไปไหนหมด ห่วยแตกยกทีม,,sadness,,,,,,,0,4
ชอบ tumblr ของคนนี้มากๆ https://t.co/xlpuXvjEbt มีข้อความสั้นๆน่ารักๆเต็มไปหมด อ่านแล้วรู้สึกใจฟูฟู แล้วมองโลกน่ารั… https://t.co/TwEAC5Ss9O,,,,,,,,,3,7
@likran มันไปสเปอร์สถูกมาก เสียดายตอนนั้นไม่มีตัง ซื้อไม่ทัน,,,,,,,anticipation,,0,2
ไม่เข้าใจคอมเม้นหยาบคายแบบนี่เหมือนกัน จะเชียร์ใครก็เชียร์ไป จำเป็นต้องว่าเค้าขนาดนี้ด้วยหรอ? #TheMasksinger https://t.co/EgSY2qOclk,,,,,,,anticipation,,0,4
ไม่ไหวไปหัวมุมกลับมาดูบอลต่อ ตายคะ พรุ่งนี้จะตื่นกี่โมง,,,,,,,,,3,7
เอ๊า! ไหนว่าพี่ทิมจะไปวัตฟอร์ด 😂😂😂 #ลั่น,,,,,,,anticipation,,0,1
"แต่ผมคิดว่าคนที่เข้าใจและอยู่เคียงข้างคุณต้องมีอยู่แน่นอน 
ขอให้พบเจอคนๆนั้นและมีชีวิตอยู่ต่อไปนะครับ (2)",,,,,,,,,3,7
หากมีอาการปวดฟัน หรือว่าซี่ฟันแตก ทางที่ดีควรรีบไปพบคุณหมอฟันนะครับ หากเป็นหนักขึ้นมา..ค่าใช้จ่ายอาจเพิ่มขึ้นด้วยนะ,,,,,,,anticipation,,1,
"ที่ผ่านมากูคงคิดไปเองสินะ
ขอโทษด้วยล่ะ ที่รู้สึกมากเกินไป",,,,,,,,,3,2
ไปอุดหนุนกันคร่าสำหรับคนรักหมี ชมแฟชั่นสวยๆอินเจแปนของหมี 😬😬😬#ngernnn #ทีมเงิน https://t.co/USZfVB5rKJ,,,,,,,,,3,7
"เวลาที่ผมกำลังผ่อนคลายอยู่ในห้องห้ามใครเข้ามาเด็ดขาด! เพราะงั้นตอนที่พี่สาวของผมเข้ามาก็จะถูกผมพูดเย็นชาใส่ว่า ""กลับออกไปเลย!"" *ยิ้มแห้ง*",,,,,,,anticipation,,0,4
ไปอาบน้ำอีกรอบเฉย เพราะลืมสระผม,,,,,,,anticipation,,0,2
@theAzzy อยากให้พกพระไป พอไปถึง พี่โอก็เอาพระจุ่มน้ำ แล้วสวดมนต์ แล้วเอาน้ำมาราดรอบสนามเลยนะ 555555555555555555555555555,,,,,,,anticipation,,0,1
ทุกอย่างมันดีเว้ย จนกระทั่งใจเราไม่พอ,,,,,,,anticipation,,0,2
ถอยกลับมาสักก้าว ไม่ได้แปลว่าเราแพ้ เราแค่ถอยกลับมาดูแลตัวเอง,,,,,,,anticipation,,0,8
ทีมเราชอบสร้างจังหวะเสียประตูตลอดเลยฮะ,,,,,,,,,3,4
@itgirlxseulgi ใช่ๆ ตี้ยั้กใช้ไปนานๆเลยนะคะอย่าเปลี่ยนง่ายๆนะ ถึงแม้เอ็มวีใหม่จะออกแล้วเราก็จาไม่หวั่น!,,,,,,,,,3,7
พังและแพ้ไปพร้อมๆกัน,,,,,,,,,3,2
ฝันนี้...ฟ้าสวยนะ...ออกไปดูพระจันทร์สิ...เหมือนดังโงะเลยเนอะ,,,fear,,,,,,0,7
ต่อไปจะได้ซื้อจีไนท์ไว้ห้องแล้วล่ะ,,,,,,,,,3,7
@itboyxdowoon จัดไปอย่าให้เสียนะเจ้าเลโอ😍💭,,,,,,,,,3,7
บน ถ้าได้ไปไซน์ #itsskinthailand แจกเงิน 300บาท 1คน  สุ่มจากรีทวิตอันนี้ ไม่ต้องฟอลก็ได้  ถ้าได้เดี๋ยวจะแท็กไปหาค่ะ… https://t.co/XnTQRfCRdD,,,,,,,,,3,7
อยากจะลองไปที่ ๆ ไม่เคยไปบ้างจังนะ แต่คงแย่ถ้าหากฉันไปคนเดียว~,,,,,,,,,3,7
โอ้ยย คือลุ้นมากว่างานจะตรงกับช่วงที่นี่ไปชมมั้ย ตั้งแต่เต๋อแย้บๆว่าจะไปจัดที่ชม สรุปคือไม่ทันจ้า ชุ้นอยู่ถึงแค่วัน… https://t.co/qOLB7eNbvX,,,,,,,,acceptance,0,2
"เกลียดที่ต้องนอนไม่หลับ แล้วพอถึงเวลาที่ต้องตื่นก็งัวเงีย งอแงงี่เง่าไม่อยากไปเรียน
เบื่อตัวเองมากกกกกกกกก",,,,,,,,,3,4
มีความเล่นใหญ่ เอามือกุมหน้าอกทำท่าเจ็บ แล้วก็ควักสติ๊กเกอร์รูปหัวใจออกมาให้ 5555 อาเฉิงก็เขินไปสิ #eunxiao https://t.co/VV7ISKtvsg,,,,,,,,,3,1
ถ้าเธอมัวแต่บ่นสุดท้ายเธอจะไม่ได้ทำอะไรเลย~♪,,,,,,,,,3,8
@IzcTfO23Jd3eQOL ปกติมีกฎหมาย Helms amendment ในการห้ามรบ.ให้เงินองค์กรที่มีส่วนในการทำแท้งอยู่แล้วค่ะ / อันนี้เค้าไปงดให้คำปรึกษาด้วย,,,,,,,,,3,7
